attack_don;attack_rec;Date_analysis;Age_A;Age_B;Age_C;direction;brood_ID;phase;weight_tot;food_cat
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
C;B;138;19;18;14;CB;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;C;138;19;18;14;BC;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;138;19;18;14;BA;7_2019;late;224.4;high
B;A;139;20;19;15;BA;7_2019;late;3.2;low
B;A;139;20;19;15;BA;7_2019;late;3.2;low
B;A;139;20;19;15;BA;7_2019;late;3.2;low
B;A;139;20;19;15;BA;7_2019;late;3.2;low
B;A;139;20;19;15;BA;7_2019;late;3.2;low
C;A;139;20;19;15;CA;7_2019;late;3.2;low
C;A;139;20;19;15;CA;7_2019;late;3.2;low
C;A;139;20;19;15;CA;7_2019;late;3.2;low
C;A;139;20;19;15;CA;7_2019;late;3.2;low
C;A;139;20;19;15;CA;7_2019;late;3.2;low
C;A;139;20;19;15;CA;7_2019;late;3.2;low
C;A;139;20;19;15;CA;7_2019;late;3.2;low
B;C;139;20;19;15;BC;7_2019;late;3.2;low
C;A;139;20;19;15;CA;7_2019;late;3.2;low
B;C;139;20;19;15;BC;7_2019;late;3.2;low
A;B;140;21;20;16;AB;7_2019;late;29;low
A;B;140;21;20;16;AB;7_2019;late;29;low
A;B;140;21;20;16;AB;7_2019;late;29;low
B;A;140;21;20;16;BA;7_2019;late;29;low
B;A;140;21;20;16;BA;7_2019;late;29;low
B;A;140;21;20;16;BA;7_2019;late;29;low
B;A;140;21;20;16;BA;7_2019;late;29;low
B;A;140;21;20;16;BA;7_2019;late;29;low
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
C;A;125;6;5;1;CA;7_2019;early;NA;NA
C;A;125;6;5;1;CA;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
B;C;125;6;5;1;BC;7_2019;early;NA;NA
B;C;125;6;5;1;BC;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
B;A;125;6;5;1;BA;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;C;125;6;5;1;AC;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;B;125;6;5;1;AB;7_2019;early;NA;NA
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
B;C;126;7;6;2;BC;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;C;126;7;6;2;BC;7_2019;early;29;low
B;C;126;7;6;2;BC;7_2019;early;29;low
B;C;126;7;6;2;BC;7_2019;early;29;low
B;C;126;7;6;2;BC;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;B;126;7;6;2;AB;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
A;C;126;7;6;2;AC;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;C;126;7;6;2;BC;7_2019;early;29;low
B;C;126;7;6;2;BC;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
B;A;126;7;6;2;BA;7_2019;early;29;low
